"corpus","preloaded/eng_jsi_newsfeed_virt"
"subcorpus",""
"concordance size","282522"
"reveal the coronavirus",43, 0.00070
"require coronavirus",43, 0.00070
"refer to coronavirus",43, 0.00070
"overwhelm by COVID-19",43, 0.00070
"mean COVID-19",43, 0.00070
"implement coronavirus",43, 0.00070
"go into coronavirus",43, 0.00070
"give a COVID-19",43, 0.00070
"delay by coronavirus",43, 0.00070
"claim that coronavirus",43, 0.00070
"cancel over coronavirus",43, 0.00070
"apply for COVID-19",43, 0.00070
"weather COVID-19",42, 0.00068
"result from coronavirus",42, 0.00068
"mishandle the coronavirus",42, 0.00068
"identify as coronavirus",42, 0.00068
"have catch COVID-19",42, 0.00068
"have any coronavirus",42, 0.00068
"cure of COVID-19",42, 0.00068
"await COVID-19",42, 0.00068
"analyze COVID-19",42, 0.00068
"work with coronavirus",41, 0.00066
"strike with COVID-19",41, 0.00066
"soar coronavirus",41, 0.00066
"send COVID-19",41, 0.00066
"record coronavirus",41, 0.00066
"produce a COVID-19",41, 0.00066
"pass a COVID-19",41, 0.00066
"go to COVID-19",41, 0.00066
"get through COVID-19",41, 0.00066
"ease of coronavirus",41, 0.00066
"designate for COVID-19",41, 0.00066
"consider coronavirus",41, 0.00066
"come coronavirus",41, 0.00066
"be handle COVID-19",41, 0.00066
"be conduct COVID-19",41, 0.00066
"assess the COVID-19",41, 0.00066
"apply to COVID-19",41, 0.00066
"administer a COVID-19",41, 0.00066
"adapt to coronavirus",41, 0.00066
"work during COVID-19",40, 0.00065
"swab for COVID-19",40, 0.00065
"suppress the coronavirus",40, 0.00065
"suggest that coronavirus",40, 0.00065
"revise COVID-19",40, 0.00065
"relate : COVID-19",40, 0.00065
"publish COVID-19",40, 0.00065
"know that coronavirus",40, 0.00065
"ignore the coronavirus",40, 0.00065
"defeat the COVID-19",40, 0.00065
"create coronavirus",40, 0.00065
"close for COVID-19",40, 0.00065
"be battle coronavirus",40, 0.00065
"abide by COVID-19",40, 0.00065
"suffer COVID-19",39, 0.00063
"say [number] coronavirus",39, 0.00063
"run COVID-19",39, 0.00063
"need COVID-19",39, 0.00063
"mount coronavirus",39, 0.00063
"inactivate COVID-19",39, 0.00063
"have see coronavirus",39, 0.00063
"go through COVID-19",39, 0.00063
"face with COVID-19",39, 0.00063
"escalate COVID-19",39, 0.00063
"enforce the COVID-19",39, 0.00063
"concern coronavirus",39, 0.00063
"check COVID-19",39, 0.00063
"argue that COVID-19",39, 0.00063
"trigger by coronavirus",38, 0.00061
"threaten by COVID-19",38, 0.00061
"think about COVID-19",38, 0.00061
"take for COVID-19",38, 0.00061
"spike in COVID-19",38, 0.00061
"reduce the COVID-19",38, 0.00061
"ramp up coronavirus",38, 0.00061
"raise COVID-19",38, 0.00061
"necessitate by COVID-19",38, 0.00061
"implement a COVID-19",38, 0.00061
"hospitalise with coronavirus",38, 0.00061
"have get COVID-19",38, 0.00061
"form a COVID-19",38, 0.00061
"find that coronavirus",38, 0.00061
"establish the COVID-19",38, 0.00061
"develop the COVID-19",38, 0.00061
"confirm new coronavirus",38, 0.00061
"collect for COVID-19",38, 0.00061
"change COVID-19",38, 0.00061
"be in COVID-19",38, 0.00061
"be how COVID-19",38, 0.00061
"be contract COVID-19",38, 0.00061
"be confirm COVID-19",38, 0.00061
"avoid contract COVID-19",38, 0.00061
"assume COVID-19",38, 0.00061
"visit the COVID-19",37, 0.00060
"send for COVID-19",37, 0.00060
"review the coronavirus",37, 0.00060
"put coronavirus",37, 0.00060
"predict that COVID-19",37, 0.00060
"observe coronavirus",37, 0.00060
"name COVID-19",37, 0.00060
"monitor for COVID-19",37, 0.00060
"mean that COVID-19",37, 0.00060
"kill by coronavirus",37, 0.00060
"generate by COVID-19",37, 0.00060
"engage in COVID-19",37, 0.00060
"discuss how COVID-19",37, 0.00060
"confirm as COVID-19",37, 0.00060
"come with COVID-19",37, 0.00060
"blame the COVID-19",37, 0.00060
"work in COVID-19",36, 0.00058
"use in COVID-19",36, 0.00058
"suspect of COVID-19",36, 0.00058
"spend on COVID-19",36, 0.00058
"say , COVID-19",36, 0.00058
"reopen follow coronavirus",36, 0.00058
"reduce the coronavirus",36, 0.00058
"predict coronavirus",36, 0.00058
"mitigate coronavirus",36, 0.00058
"link COVID-19",36, 0.00058
"issue COVID-19",36, 0.00058
"identify as COVID-19",36, 0.00058
"hospitalize for coronavirus",36, 0.00058
"have undergo COVID-19",36, 0.00058
"have get coronavirus",36, 0.00058
"give to COVID-19",36, 0.00058
"fear coronavirus",36, 0.00058
"expose by COVID-19",36, 0.00058
"exploit COVID-19",36, 0.00058
"downplay the coronavirus",36, 0.00058
"describe coronavirus",36, 0.00058
"create a coronavirus",36, 0.00058
"check for COVID-19",36, 0.00058
"carry out coronavirus",36, 0.00058
"cancel by COVID-19",36, 0.00058
"boost COVID-19",36, 0.00058
"be still COVID-19",36, 0.00058
"be spread COVID-19",36, 0.00058
"agree that COVID-19",36, 0.00058
"watch COVID-19",35, 0.00057
"ward off coronavirus",35, 0.00057
"sign a coronavirus",35, 0.00057
"sign a COVID-19",35, 0.00057
"reveal that COVID-19",35, 0.00057
"reveal COVID-19",35, 0.00057
"remain coronavirus",35, 0.00057
"offer a COVID-19",35, 0.00057
"need a COVID-19",35, 0.00057
"involve the coronavirus",35, 0.00057
"have experience COVID-19",35, 0.00057
"donate COVID-19",35, 0.00057
"detect with COVID-19",35, 0.00057
"decrease COVID-19",35, 0.00057
"be spread coronavirus",35, 0.00057
"be find coronavirus",35, 0.00057
"be fight coronavirus",35, 0.00057
"warn of COVID-19",34, 0.00055
"suffer coronavirus",34, 0.00055
"start COVID-19",34, 0.00055
"see how COVID-19",34, 0.00055
"say with COVID-19",34, 0.00055
"reopen , COVID-19",34, 0.00055
"remember COVID-19",34, 0.00055
"perform coronavirus",34, 0.00055
"neutralize the coronavirus",34, 0.00055
"launch coronavirus",34, 0.00055
"isolate COVID-19",34, 0.00055
"impose coronavirus",34, 0.00055
"help with coronavirus",34, 0.00055
"follow all COVID-19",34, 0.00055
"explain that COVID-19",34, 0.00055
"evaluate COVID-19",34, 0.00055
"ease their coronavirus",34, 0.00055
"donate to COVID-19",34, 0.00055
"cover the COVID-19",34, 0.00055
"compare the coronavirus",34, 0.00055
"blame on COVID-19",34, 0.00055
"begin COVID-19",34, 0.00055
"be take COVID-19",34, 0.00055
"announce the COVID-19",34, 0.00055
"warn of coronavirus",33, 0.00053
"understand the COVID-19",33, 0.00053
"trace for COVID-19",33, 0.00053
"tighten coronavirus",33, 0.00053
"shift to COVID-19",33, 0.00053
"reveal coronavirus",33, 0.00053
"prevent a COVID-19",33, 0.00053
"pass coronavirus",33, 0.00053
"mean coronavirus",33, 0.00053
"make a coronavirus",33, 0.00053
"handle of coronavirus",33, 0.00053
"extend the coronavirus",33, 0.00053
"detect [number] COVID-19",33, 0.00053
"decimate by COVID-19",33, 0.00053
"affect with COVID-19",33, 0.00053
"access COVID-19",33, 0.00053
"work through COVID-19",32, 0.00052
"warn COVID-19",32, 0.00052
"use by COVID-19",32, 0.00052
"take on COVID-19",32, 0.00052
"stem COVID-19",32, 0.00052
"slow the COVID-19",32, 0.00052
"seek coronavirus",32, 0.00052
"report on COVID-19",32, 0.00052
"reopen during COVID-19",32, 0.00052
"relax its coronavirus",32, 0.00052
"prepare for coronavirus",32, 0.00052
"offset COVID-19",32, 0.00052
"know how COVID-19",32, 0.00052
"house COVID-19",32, 0.00052
"help prevent coronavirus",32, 0.00052
"have active COVID-19",32, 0.00052
"extend the COVID-19",32, 0.00052
"exist before COVID-19",32, 0.00052
"exhibit coronavirus",32, 0.00052
"do a COVID-19",32, 0.00052
"develop for COVID-19",32, 0.00052
"determine COVID-19",32, 0.00052
"conquer COVID-19",32, 0.00052
