Concordance,Frequency,Pmil,Verb,Count
exclude COVID-19,42,0.036610000000000004,exclude,1
contribute to COVID-19,42,0.036610000000000004,contribute,1
approve coronavirus,42,0.036610000000000004,approve,1
announce a COVID-19,42,0.036610000000000004,announce,1
warn of COVID-19,41,0.03574,warn,1
state that COVID-19,41,0.03574,state,1
see in COVID-19,41,0.03574,see,1
review the COVID-19,41,0.03574,review,1
reveal COVID-19,41,0.03574,reveal,1
manage coronavirus,41,0.03574,manage,1
linger coronavirus,41,0.03574,linger,1
indicate COVID-19,41,0.03574,indicate,1
help prevent COVID-19,41,0.03574,help prevent,2
counter COVID-19,41,0.03574,counter,1
confirm [number] coronavirus,41,0.03574,confirm,1
be fight COVID-19,41,0.03574,be fight,2
access COVID-19,41,0.03574,access,1
read : COVID-19,40,0.03487,read,1
monitor coronavirus,40,0.03487,monitor,1
have confirm COVID-19,40,0.03487,have confirm,2
fight off COVID-19,40,0.03487,fight,1
expand its COVID-19,40,0.03487,expand,1
declare coronavirus,40,0.03487,declare,1
cure of COVID-19,40,0.03487,cure,1
complete a COVID-19,40,0.03487,complete,1
avoid the coronavirus,40,0.03487,avoid,1
avoid spread COVID-19,40,0.03487,avoid spread,2
vaccinate for COVID-19,39,0.034,vaccinate,1
"say , COVID-19",39,0.034,say,1
pay for COVID-19,39,0.034,pay,1
pause its COVID-19,39,0.034,pause,1
offer free coronavirus,39,0.034,offer,1
need for COVID-19,39,0.034,need,1
mitigate the COVID-19,39,0.034,mitigate,1
mean that COVID-19,39,0.034,mean,1
make a COVID-19,39,0.034,make,1
loosen coronavirus,39,0.034,loosen,1
involve coronavirus,39,0.034,involve,1
import coronavirus,39,0.034,import,1
have more coronavirus,39,0.034,have,1
face coronavirus,39,0.034,face,1
describe the coronavirus,39,0.034,describe,1
defy COVID-19,39,0.034,defy,1
confirm positive coronavirus,39,0.034,confirm,1
cart away COVID-19,39,0.034,cart,1
be treat COVID-19,39,0.034,be treat,2
be offer COVID-19,39,0.034,be offer,2
be find COVID-19,39,0.034,be find,2
agree that COVID-19,39,0.034,agree,1
understand how COVID-19,38,0.03313,understand,1
see a COVID-19,38,0.03313,see,1
say a coronavirus,38,0.03313,say,1
require a COVID-19,38,0.03313,require,1
produce a COVID-19,38,0.03313,produce,1
overwhelm with COVID-19,38,0.03313,overwhelm,1
help treat COVID-19,38,0.03313,help treat,2
have survive COVID-19,38,0.03313,have survive,2
exploit the coronavirus,38,0.03313,exploit,1
emerge coronavirus,38,0.03313,emerge,1
document COVID-19,38,0.03313,document,1
defeat the COVID-19,38,0.03313,defeat,1
carry coronavirus,38,0.03313,carry,1
be contract COVID-19,38,0.03313,be contract,2
accord to COVID-19,38,0.03313,accord,1
work on coronavirus,37,0.03225,work,1
weather COVID-19,37,0.03225,weather,1
update coronavirus,37,0.03225,update,1
suppress COVID-19,37,0.03225,suppress,1
suffer COVID-19,37,0.03225,suffer,1
react to COVID-19,37,0.03225,react,1
need COVID-19,37,0.03225,need,1
help combat COVID-19,37,0.03225,help combat,2
go into COVID-19,37,0.03225,go,1
establish a COVID-19,37,0.03225,establish,1
eradicate COVID-19,37,0.03225,eradicate,1
downplay the COVID-19,37,0.03225,downplay,1
defy coronavirus,37,0.03225,defy,1
compare coronavirus,37,0.03225,compare,1
change coronavirus,37,0.03225,change,1
be handle COVID-19,37,0.03225,be handle,2
await coronavirus,37,0.03225,await,1
assess the COVID-19,37,0.03225,assess,1
violate the coronavirus,36,0.03138,violate,1
take for COVID-19,36,0.03138,take,1
suspect coronavirus,36,0.03138,suspect,1
surpass [number] coronavirus,36,0.03138,surpass,1
support coronavirus,36,0.03138,support,1
show how COVID-19,36,0.03138,show,1
say [number] COVID-19,36,0.03138,say,1
resume COVID-19,36,0.03138,resume,1
reduce the COVID-19,36,0.03138,reduce,1
predict coronavirus,36,0.03138,predict,1
hoard COVID-19,36,0.03138,hoard,1
have develop COVID-19,36,0.03138,have develop,2
have active COVID-19,36,0.03138,have,1
fill with COVID-19,36,0.03138,fill,1
extend the COVID-19,36,0.03138,extend,1
explain that COVID-19,36,0.03138,explain,1
enter the COVID-19,36,0.03138,enter,1
do the COVID-19,36,0.03138,do,1
deliver coronavirus,36,0.03138,deliver,1
create the COVID-19,36,0.03138,create,1
create a coronavirus,36,0.03138,create,1
collect COVID-19,36,0.03138,collect,1
carry out COVID-19,36,0.03138,carry,1
cancel by COVID-19,36,0.03138,cancel,1
bring the COVID-19,36,0.03138,bring,1
be with COVID-19,36,0.03138,be,1
be report COVID-19,36,0.03138,be report,2
approve a coronavirus,36,0.03138,approve,1
announce his coronavirus,36,0.03138,announce,1
address coronavirus,36,0.03138,address,1
warn COVID-19,35,0.030510000000000002,warn,1
view COVID-19,35,0.030510000000000002,view,1
track the coronavirus,35,0.030510000000000002,track,1
strike with COVID-19,35,0.030510000000000002,strike,1
strike by COVID-19,35,0.030510000000000002,strike,1
receive for COVID-19,35,0.030510000000000002,receive,1
promote COVID-19,35,0.030510000000000002,promote,1
help coronavirus,35,0.030510000000000002,help,1
hear of COVID-19,35,0.030510000000000002,hear,1
be that coronavirus,35,0.030510000000000002,be,1
be test COVID-19,35,0.030510000000000002,be test,2
avoid contract COVID-19,35,0.030510000000000002,avoid contract,2
argue that COVID-19,35,0.030510000000000002,argue,1
analyze COVID-19,35,0.030510000000000002,analyze,1
warn the coronavirus,34,0.029639999999999996,warn,1
reopen after COVID-19,34,0.029639999999999996,reopen,1
mitigate the coronavirus,34,0.029639999999999996,mitigate,1
induce by COVID-19,34,0.029639999999999996,induce,1
impose coronavirus,34,0.029639999999999996,impose,1
give a COVID-19,34,0.029639999999999996,give,1
follow Trump COVID-19,34,0.029639999999999996,follow,1
exploit the COVID-19,34,0.029639999999999996,exploit,1
experience any COVID-19,34,0.029639999999999996,experience,1
blame the COVID-19,34,0.029639999999999996,blame,1
begin COVID-19,34,0.029639999999999996,begin,1
be not coronavirus,34,0.029639999999999996,be,1
be . COVID-19,34,0.029639999999999996,be,1
administer coronavirus,34,0.029639999999999996,administer,1
abide by coronavirus,34,0.029639999999999996,abide,1
use in COVID-19,33,0.02877,use,1
undergo the COVID-19,33,0.02877,undergo,1
treat his coronavirus,33,0.02877,treat,1
treat his COVID-19,33,0.02877,treat,1
show the COVID-19,33,0.02877,show,1
see more COVID-19,33,0.02877,see,1
reveal that COVID-19,33,0.02877,reveal,1
report positive coronavirus,33,0.02877,report,1
receive positive COVID-19,33,0.02877,receive,1
read more coronavirus,33,0.02877,read,1
ramp up COVID-19,33,0.02877,ramp,1
promise free COVID-19,33,0.02877,promise,1
offer rapid COVID-19,33,0.02877,offer,1
note COVID-19,33,0.02877,note,1
lower COVID-19,33,0.02877,lower,1
"know , COVID-19",33,0.02877,know,1
keep with COVID-19,33,0.02877,keep,1
have report coronavirus,33,0.02877,have report,2
have any coronavirus,33,0.02877,have,1
expect the coronavirus,33,0.02877,expect,1
dominate by COVID-19,33,0.02877,dominate,1
cure the coronavirus,33,0.02877,cure,1
clear COVID-19,33,0.02877,clear,1
boost COVID-19,33,0.02877,boost,1
blame coronavirus,33,0.02877,blame,1
approve for COVID-19,33,0.02877,approve,1
announce coronavirus,33,0.02877,announce,1
suggest coronavirus,32,0.0279,suggest,1
suffer coronavirus,32,0.0279,suffer,1
struggle with coronavirus,32,0.0279,struggle,1
spend on COVID-19,32,0.0279,spend,1
see [number] coronavirus,32,0.0279,see,1
result from coronavirus,32,0.0279,result,1
respect COVID-19,32,0.0279,respect,1
report on COVID-19,32,0.0279,report,1
report a coronavirus,32,0.0279,report,1
record coronavirus,32,0.0279,record,1
present COVID-19,32,0.0279,present,1
offset COVID-19,32,0.0279,offset,1
mention the coronavirus,32,0.0279,mention,1
loosen COVID-19,32,0.0279,loosen,1
hit with COVID-19,32,0.0279,hit,1
enforce the COVID-19,32,0.0279,enforce,1
end coronavirus,32,0.0279,end,1
emerge COVID-19,32,0.0279,emerge,1
do coronavirus,32,0.0279,do,1
decimate by COVID-19,32,0.0279,decimate,1
cure coronavirus,32,0.0279,cure,1
compound by COVID-19,32,0.0279,compound,1
complicate by COVID-19,32,0.0279,complicate,1
color-code COVID-19,32,0.0279,code,1
anticipate COVID-19,32,0.0279,anticipate,1
afflict with COVID-19,32,0.0279,afflict,1
admit COVID-19,32,0.0279,admit,1
use federal coronavirus,31,0.02702,use,1
see how COVID-19,31,0.02702,see,1
report any COVID-19,31,0.02702,report,1
register [number] coronavirus,31,0.02702,register,1
purchase COVID-19,31,0.02702,purchase,1
issue a COVID-19,31,0.02702,issue,1
increase in COVID-19,31,0.02702,increase,1
have confirm coronavirus,31,0.02702,have confirm,2
halt coronavirus,31,0.02702,halt,1
do . COVID-19,31,0.02702,do,1
describe the COVID-19,31,0.02702,describe,1
decrease COVID-19,31,0.02702,decrease,1
contact COVID-19,31,0.02702,contact,1
claim that coronavirus,31,0.02702,claim,1
assist with COVID-19,31,0.02702,assist,1
watch COVID-19,30,0.02615,watch,1
want COVID-19,30,0.02615,want,1
trace COVID-19,30,0.02615,trace,1
"title "" COVID-19",30,0.02615,title,1
suppress the coronavirus,30,0.02615,suppress,1
suggest that coronavirus,30,0.02615,suggest,1
stop the COVID-19,30,0.02615,stop,1
set COVID-19,30,0.02615,set,1
protest COVID-19,30,0.02615,protest,1
predict the coronavirus,30,0.02615,predict,1
practice COVID-19,30,0.02615,practice,1
overcome coronavirus,30,0.02615,overcome,1
meet the COVID-19,30,0.02615,meet,1
impose COVID-19,30,0.02615,impose,1
implement a COVID-19,30,0.02615,implement,1
generate by COVID-19,30,0.02615,generate,1
find the coronavirus,30,0.02615,find,1
fight against coronavirus,30,0.02615,fight,1
experience a coronavirus,30,0.02615,experience,1
evaluate COVID-19,30,0.02615,evaluate,1
conduct a COVID-19,30,0.02615,conduct,1
be conduct COVID-19,30,0.02615,be conduct,2
base COVID-19,30,0.02615,base,1
allow coronavirus,30,0.02615,allow,1
screen for coronavirus,29,0.02528,screen,1
report more COVID-19,29,0.02528,report,1
remember that COVID-19,29,0.02528,remember,1
range from COVID-19,29,0.02528,range,1
publish COVID-19,29,0.02528,publish,1
procure COVID-19,29,0.02528,procure,1
prevent a COVID-19,29,0.02528,prevent,1
pend COVID-19,29,0.02528,pend,1
pause COVID-19,29,0.02528,pause,1
participate in COVID-19,29,0.02528,participate,1
ignore the coronavirus,29,0.02528,ignore,1
have break coronavirus,29,0.02528,have break,2
force by COVID-19,29,0.02528,force,1
find that coronavirus,29,0.02528,find,1
expect a COVID-19,29,0.02528,expect,1
display coronavirus,29,0.02528,display,1
discuss how COVID-19,29,0.02528,discuss,1
decline COVID-19,29,0.02528,decline,1
conquer COVID-19,29,0.02528,conquer,1
color-code coronavirus,29,0.02528,code,1
be provide COVID-19,29,0.02528,be provide,2
be confirm COVID-19,29,0.02528,be confirm,2
be about COVID-19,29,0.02528,be,1
think the COVID-19,28,0.02441,think,1
seek a COVID-19,28,0.02441,seek,1
reflect COVID-19,28,0.02441,reflect,1
propose coronavirus,28,0.02441,propose,1
politicize the coronavirus,28,0.02441,politicize,1
look for COVID-19,28,0.02441,look,1
implement coronavirus,28,0.02441,implement,1
identify as COVID-19,28,0.02441,identify,1
hope COVID-19,28,0.02441,hope,1
have severe COVID-19,28,0.02441,have,1
have experience COVID-19,28,0.02441,have experience,2
fund COVID-19,28,0.02441,fund,1
feel COVID-19,28,0.02441,feel,1
face a COVID-19,28,0.02441,face,1
explain COVID-19,28,0.02441,explain,1
escalate COVID-19,28,0.02441,escalate,1
enforce the coronavirus,28,0.02441,enforce,1
eliminate coronavirus,28,0.02441,eliminate,1
do the coronavirus,28,0.02441,do,1
do before COVID-19,28,0.02441,do,1
dismiss COVID-19,28,0.02441,dismiss,1
deliver a COVID-19,28,0.02441,deliver,1
confirm that COVID-19,28,0.02441,confirm,1
clear of COVID-19,28,0.02441,clear,1
check for COVID-19,28,0.02441,check,1
become coronavirus,28,0.02441,become,1
beat the COVID-19,28,0.02441,beat,1
be because COVID-19,28,0.02441,be because,2
announce that COVID-19,28,0.02441,announce,1
admit for COVID-19,28,0.02441,admit,1
understand the COVID-19,27,0.023540000000000002,understand,1
understand that COVID-19,27,0.023540000000000002,understand,1
treat hospitalize COVID-19,27,0.023540000000000002,treat hospitalize,2
state COVID-19,27,0.023540000000000002,state,1
set up COVID-19,27,0.023540000000000002,set,1
send coronavirus,27,0.023540000000000002,send,1
see its coronavirus,27,0.023540000000000002,see,1
secure COVID-19,27,0.023540000000000002,secure,1
say its COVID-19,27,0.023540000000000002,say,1
report no COVID-19,27,0.023540000000000002,report,1
reduce the coronavirus,27,0.023540000000000002,reduce,1
provide free coronavirus,27,0.023540000000000002,provide,1
protest coronavirus,27,0.023540000000000002,protest,1
overwhelm with coronavirus,27,0.023540000000000002,overwhelm,1
monitor the coronavirus,27,0.023540000000000002,monitor,1
manufacture COVID-19,27,0.023540000000000002,manufacture,1
limit coronavirus,27,0.023540000000000002,limit,1
impose new coronavirus,27,0.023540000000000002,impose,1
implement the COVID-19,27,0.023540000000000002,implement,1
hold a COVID-19,27,0.023540000000000002,hold,1
help hospitalize COVID-19,27,0.023540000000000002,help hospitalize,2
have get coronavirus,27,0.023540000000000002,have get,2
grapple with coronavirus,27,0.023540000000000002,grapple,1
flatten the coronavirus,27,0.023540000000000002,flatten,1
find a coronavirus,27,0.023540000000000002,find,1
expect coronavirus,27,0.023540000000000002,expect,1
enter COVID-19,27,0.023540000000000002,enter,1
drive COVID-19,27,0.023540000000000002,drive,1
develop the COVID-19,27,0.023540000000000002,develop,1
confirm a COVID-19,27,0.023540000000000002,confirm,1
come from COVID-19,27,0.023540000000000002,come,1
combine with COVID-19,27,0.023540000000000002,combine,1
care for coronavirus,27,0.023540000000000002,care,1
break the COVID-19,27,0.023540000000000002,break,1
benefit COVID-19,27,0.023540000000000002,benefit,1
be get COVID-19,27,0.023540000000000002,be get,2
apply to COVID-19,27,0.023540000000000002,apply,1
admit with COVID-19,27,0.023540000000000002,admit,1
administer [number] COVID-19,27,0.023540000000000002,administer,1
add to COVID-19,27,0.023540000000000002,add,1
accept coronavirus,27,0.023540000000000002,accept,1
tackle rise coronavirus,26,0.02266,tackle rise,2
stress that COVID-19,26,0.02266,stress,1
sell COVID-19,26,0.02266,sell,1
risk COVID-19,26,0.02266,risk,1
require coronavirus,26,0.02266,require,1
recuperate from COVID-19,26,0.02266,recuperate,1
ravage COVID-19,26,0.02266,ravage,1
put the coronavirus,26,0.02266,put,1
put coronavirus,26,0.02266,put,1
pass the COVID-19,26,0.02266,pass,1
observe all COVID-19,26,0.02266,observe,1
mount coronavirus,26,0.02266,mount,1
measure COVID-19,26,0.02266,measure,1
make a coronavirus,26,0.02266,make,1
lead the COVID-19,26,0.02266,lead,1
know the COVID-19,26,0.02266,know,1
know about coronavirus,26,0.02266,know,1
join the COVID-19,26,0.02266,join,1
interrupt by COVID-19,26,0.02266,interrupt,1
house COVID-19,26,0.02266,house,1
highlight COVID-19,26,0.02266,highlight,1
have no coronavirus,26,0.02266,have,1
