Concordance,Frequency,Pmil,Verb,Count
report positive coronavirus,39,0.03555,report,1
register [number] coronavirus,39,0.03555,register,1
record COVID-19,39,0.03555,record,1
read more coronavirus,39,0.03555,read,1
pend COVID-19,39,0.03555,pend,1
mishandle the coronavirus,39,0.03555,mishandle,1
make the COVID-19,39,0.03555,make,1
implement coronavirus,39,0.03555,implement,1
identify coronavirus,39,0.03555,identify,1
have confirm COVID-19,39,0.03555,confirm,2
have catch COVID-19,39,0.03555,catch,2
cure of COVID-19,39,0.03555,cure,1
conduct [number] coronavirus,39,0.03555,conduct,1
break the coronavirus,39,0.03555,break,1
blame coronavirus,39,0.03555,blame,1
announce new COVID-19,39,0.03555,announce,1
use federal coronavirus,38,0.03464,use,1
produce a coronavirus,38,0.03464,produce,1
need a COVID-19,38,0.03464,need,1
import coronavirus,38,0.03464,import,1
have get COVID-19,38,0.03464,get,2
exploit the COVID-19,38,0.03464,exploit,1
experience any COVID-19,38,0.03464,experience,1
expect the COVID-19,38,0.03464,expect,1
do with coronavirus,38,0.03464,do,1
come with COVID-19,38,0.03464,come,1
claim that coronavirus,38,0.03464,claim,1
unfold of COVID-19,37,0.03373,unfold,1
tighten COVID-19,37,0.03373,tighten,1
send COVID-19,37,0.03373,send,1
see [number] coronavirus,37,0.03373,see,1
make a coronavirus,37,0.03373,make,1
lower COVID-19,37,0.03373,lower,1
have positive COVID-19,37,0.03373,have,1
experience a COVID-19,37,0.03373,experience,1
escalate coronavirus,37,0.03373,escalate,1
defy coronavirus,37,0.03373,defy,1
declare coronavirus,37,0.03373,declare,1
cover the coronavirus,37,0.03373,cover,1
counter the COVID-19,37,0.03373,counter,1
carry out COVID-19,37,0.03373,carry,1
administer [number] COVID-19,37,0.03373,administer,1
think the COVID-19,36,0.03282,think,1
report a coronavirus,36,0.03282,report,1
reopen after COVID-19,36,0.03282,reopen,1
mention the coronavirus,36,0.03282,mention,1
inactivate COVID-19,36,0.03282,inactivate,1
impose coronavirus,36,0.03282,impose,1
help coronavirus,36,0.03282,help,1
have no coronavirus,36,0.03282,have,1
have handle COVID-19,36,0.03282,handle,2
explain that COVID-19,36,0.03282,explain,1
explain COVID-19,36,0.03282,explain,1
do the COVID-19,36,0.03282,do,1
diagnose coronavirus,36,0.03282,diagnose,1
combine with COVID-19,36,0.03282,combine,1
book a COVID-19,36,0.03282,book,1
warn the coronavirus,35,0.03191,warn,1
spike COVID-19,35,0.03191,spike,1
receive the COVID-19,35,0.03191,receive,1
let the COVID-19,35,0.03191,let,1
launch the COVID-19,35,0.03191,launch,1
have report coronavirus,35,0.03191,report,2
have more COVID-19,35,0.03191,have,1
follow positive COVID-19,35,0.03191,follow,1
flatten the coronavirus,35,0.03191,flatten,1
defeat the COVID-19,35,0.03191,defeat,1
contain a coronavirus,35,0.03191,contain,1
confirm positive coronavirus,35,0.03191,confirm,1
change coronavirus,35,0.03191,change,1
announce a COVID-19,35,0.03191,announce,1
monitor coronavirus,34,0.03099,monitor,1
limit coronavirus,34,0.03099,limit,1
face coronavirus,34,0.03099,face,1
establish COVID-19,34,0.03099,establish,1
decrease COVID-19,34,0.03099,decrease,1
clear COVID-19,34,0.03099,clear,1
check for COVID-19,34,0.03099,check,1
be treat COVID-19,34,0.03099,treat,2
be contract COVID-19,34,0.03099,contract,2
argue that COVID-19,34,0.03099,argue,1
vaccinate for COVID-19,33,0.03008,vaccinate,1
trace coronavirus,33,0.03008,trace,1
take on COVID-19,33,0.03008,take,1
spread of coronavirus,33,0.03008,spread,1
run COVID-19,33,0.03008,run,1
offer free coronavirus,33,0.03008,offer,1
note COVID-19,33,0.03008,note,1
name COVID-19,33,0.03008,name,1
mean that COVID-19,33,0.03008,mean,1
introduce new coronavirus,33,0.03008,introduce,1
induce by COVID-19,33,0.03008,induce,1
increase in COVID-19,33,0.03008,increase,1
exploit the coronavirus,33,0.03008,exploit,1
describe the COVID-19,33,0.03008,describe,1
deliver coronavirus,33,0.03008,deliver,1
continue coronavirus,33,0.03008,continue,1
be report COVID-19,33,0.03008,report,2
be offer COVID-19,33,0.03008,offer,2
assist with COVID-19,33,0.03008,assist,1
transport COVID-19,32,0.02917,transport,1
trace COVID-19,32,0.02917,trace,1
spur by COVID-19,32,0.02917,spur,1
see more COVID-19,32,0.02917,see,1
propose coronavirus,32,0.02917,propose,1
propose COVID-19,32,0.02917,propose,1
observe all COVID-19,32,0.02917,observe,1
loosen coronavirus,32,0.02917,loosen,1
interrupt by COVID-19,32,0.02917,interrupt,1
fund COVID-19,32,0.02917,fund,1
expect coronavirus,32,0.02917,expect,1
decimate by COVID-19,32,0.02917,decimate,1
buy COVID-19,32,0.02917,buy,1
be take COVID-19,32,0.02917,take,2
be not coronavirus,32,0.02917,be,1
be get COVID-19,32,0.02917,get,2
announce coronavirus,32,0.02917,announce,1
allow coronavirus,32,0.02917,allow,1
administer a COVID-19,32,0.02917,administer,1
abide by coronavirus,32,0.02917,abide,1
worry about coronavirus,31,0.02826,worry,1
understand the coronavirus,31,0.02826,understand,1
undergo the COVID-19,31,0.02826,undergo,1
suppress coronavirus,31,0.02826,suppress,1
suggest coronavirus,31,0.02826,suggest,1
strike with COVID-19,31,0.02826,strike,1
stop the COVID-19,31,0.02826,stop,1
see a COVID-19,31,0.02826,see,1
report new coronavirus,31,0.02826,report,1
protest coronavirus,31,0.02826,protest,1
prompt by COVID-19,31,0.02826,prompt,1
predate COVID-19,31,0.02826,predate,1
moderate COVID-19,31,0.02826,moderate,1
know about coronavirus,31,0.02826,know,1
hospitalise COVID-19,31,0.02826,hospitalise,1
grapple with coronavirus,31,0.02826,grapple,1
get their COVID-19,31,0.02826,get,1
find the coronavirus,31,0.02826,find,1
expect a coronavirus,31,0.02826,expect,1
cover coronavirus,31,0.02826,cover,1
complete COVID-19,31,0.02826,complete,1
breach the COVID-19,31,0.02826,breach,1
blame the COVID-19,31,0.02826,blame,1
be with COVID-19,31,0.02826,be,1
be handle COVID-19,31,0.02826,handle,2
be about COVID-19,31,0.02826,be,1
approve for COVID-19,31,0.02826,approve,1
apply to COVID-19,31,0.02826,apply,1
analyze COVID-19,31,0.02826,analyze,1
add a COVID-19,31,0.02826,add,1
warn COVID-19,30,0.02735,warn,1
think about COVID-19,30,0.02735,think,1
take for COVID-19,30,0.02735,take,1
suppress the coronavirus,30,0.02735,suppress,1
support coronavirus,30,0.02735,support,1
sniff out COVID-19,30,0.02735,sniff,1
see with COVID-19,30,0.02735,see,1
see in COVID-19,30,0.02735,see,1
prevent a COVID-19,30,0.02735,prevent,1
obtain COVID-19,30,0.02735,obtain,1
lead the COVID-19,30,0.02735,lead,1
have see coronavirus,30,0.02735,see,2
have confirm coronavirus,30,0.02735,confirm,2
halt COVID-19,30,0.02735,halt,1
exclude COVID-19,30,0.02735,exclude,1
escalate COVID-19,30,0.02735,escalate,1
eliminate the coronavirus,30,0.02735,eliminate,1
concern the COVID-19,30,0.02735,concern,1
color-code COVID-19,30,0.02735,code,2
book coronavirus,30,0.02735,book,1
benefit from COVID-19,30,0.02735,benefit,1
avoid contract COVID-19,30,0.02735,avoid contract,2
suffer COVID-19,29,0.02644,suffer,1
soar COVID-19,29,0.02644,soar,1
sideline by COVID-19,29,0.02644,sideline,1
require coronavirus,29,0.02644,require,1
remember that COVID-19,29,0.02644,remember,1
release a COVID-19,29,0.02644,release,1
reduce the COVID-19,29,0.02644,reduce,1
record coronavirus,29,0.02644,record,1
protest against coronavirus,29,0.02644,protest,1
procure COVID-19,29,0.02644,procure,1
process coronavirus,29,0.02644,process,1
politicize the coronavirus,29,0.02644,politicize,1
mitigate the coronavirus,29,0.02644,mitigate,1
link COVID-19,29,0.02644,link,1
introduce coronavirus,29,0.02644,introduce,1
expand its COVID-19,29,0.02644,expand,1
expand coronavirus,29,0.02644,expand,1
ensure coronavirus,29,0.02644,ensure,1
do have COVID-19,29,0.02644,do,2
delay by coronavirus,29,0.02644,delay,1
conduct a COVID-19,29,0.02644,conduct,1
be on COVID-19,29,0.02644,be,1
watch COVID-19,28,0.02552,watch,1
update its coronavirus,28,0.02552,update,1
update coronavirus,28,0.02552,update,1
treat the COVID-19,28,0.02552,treat,1
suggest that coronavirus,28,0.02552,suggest,1
spend on COVID-19,28,0.02552,spend,1
set COVID-19,28,0.02552,set,1
seek a COVID-19,28,0.02552,seek,1
release its COVID-19,28,0.02552,release,1
recognize that COVID-19,28,0.02552,recognize,1
predate the coronavirus,28,0.02552,predate,1
need a coronavirus,28,0.02552,need,1
lose to coronavirus,28,0.02552,lose,1
lie about COVID-19,28,0.02552,lie,1
increase during COVID-19,28,0.02552,increase,1
implement the COVID-19,28,0.02552,implement,1
have see COVID-19,28,0.02552,see,2
have develop COVID-19,28,0.02552,develop,2
have be coronavirus,28,0.02552,be,2
give a coronavirus,28,0.02552,give,1
follow positive coronavirus,28,0.02552,follow,1
facilitate COVID-19,28,0.02552,facilitate,1
evaluate COVID-19,28,0.02552,evaluate,1
enhance COVID-19,28,0.02552,enhance,1
drive COVID-19,28,0.02552,drive,1
document COVID-19,28,0.02552,document,1
do . COVID-19,28,0.02552,do,1
call for COVID-19,28,0.02552,call,1
beat the COVID-19,28,0.02552,beat,1
be how COVID-19,28,0.02552,be,1
be . COVID-19,28,0.02552,be,1
base on coronavirus,28,0.02552,base,1
attribute to coronavirus,28,0.02552,attribute,1
access coronavirus,28,0.02552,access,1
want a COVID-19,27,0.02461,want,1
use in COVID-19,27,0.02461,use,1
track the coronavirus,27,0.02461,track,1
strike by COVID-19,27,0.02461,strike,1
screen for coronavirus,27,0.02461,screen,1
reveal that COVID-19,27,0.02461,reveal,1
release coronavirus,27,0.02461,release,1
pause COVID-19,27,0.02461,pause,1
overwhelm with COVID-19,27,0.02461,overwhelm,1
outline COVID-19,27,0.02461,outline,1
need for COVID-19,27,0.02461,need,1
measure COVID-19,27,0.02461,measure,1
launch its COVID-19,27,0.02461,launch,1
know the COVID-19,27,0.02461,know,1
have get coronavirus,27,0.02461,get,2
have any coronavirus,27,0.02461,have,1
give a COVID-19,27,0.02461,give,1
generate by COVID-19,27,0.02461,generate,1
exist COVID-19,27,0.02461,exist,1
discuss how COVID-19,27,0.02461,discuss,1
contact COVID-19,27,0.02461,contact,1
be in COVID-19,27,0.02461,be,1
agree that COVID-19,27,0.02461,agree,1
"title "" COVID-19",26,0.0237,title,1
spike coronavirus,26,0.0237,spike,1
review the coronavirus,26,0.0237,review,1
resume COVID-19,26,0.0237,resume,1
report on COVID-19,26,0.0237,report,1
react to COVID-19,26,0.0237,react,1
ramp up coronavirus,26,0.0237,ramp,1
produce coronavirus,26,0.0237,produce,1
practice COVID-19,26,0.0237,practice,1
hold COVID-19,26,0.0237,hold,1
force by COVID-19,26,0.0237,force,1
exist before COVID-19,26,0.0237,exist,1
do during COVID-19,26,0.0237,do,1
develop the COVID-19,26,0.0237,develop,1
develop for COVID-19,26,0.0237,develop,1
come from COVID-19,26,0.0237,come,1
be spread COVID-19,26,0.0237,spread,2
batter by COVID-19,26,0.0237,batter,1
admit coronavirus,26,0.0237,admit,1
unfold of coronavirus,25,0.02279,unfold,1
submit a COVID-19,25,0.02279,submit,1
stick to coronavirus,25,0.02279,stick,1
start COVID-19,25,0.02279,start,1
spiral coronavirus,25,0.02279,spiral,1
secure coronavirus,25,0.02279,secure,1
open a COVID-19,25,0.02279,open,1
note the COVID-19,25,0.02279,note,1
mount coronavirus,25,0.02279,mount,1
launch a coronavirus,25,0.02279,launch,1
keep with COVID-19,25,0.02279,keep,1
issue a COVID-19,25,0.02279,issue,1
involve the coronavirus,25,0.02279,involve,1
ignore the coronavirus,25,0.02279,ignore,1
hit with coronavirus,25,0.02279,hit,1
help with coronavirus,25,0.02279,help,1
have survive COVID-19,25,0.02279,survive,2
find that coronavirus,25,0.02279,find,1
examine COVID-19,25,0.02279,examine,1
enter the COVID-19,25,0.02279,enter,1
enforce the COVID-19,25,0.02279,enforce,1
end coronavirus,25,0.02279,end,1
dominate by COVID-19,25,0.02279,dominate,1
determine COVID-19,25,0.02279,determine,1
counter coronavirus,25,0.02279,counter,1
consider a COVID-19,25,0.02279,consider,1
concern coronavirus,25,0.02279,concern,1
come coronavirus,25,0.02279,come,1
collect COVID-19,25,0.02279,collect,1
cancel by COVID-19,25,0.02279,cancel,1
benefit COVID-19,25,0.02279,benefit,1
be provide COVID-19,25,0.02279,provide,2
avoid spread COVID-19,25,0.02279,avoid spread,2
alter by COVID-19,25,0.02279,alter,1
accept COVID-19,25,0.02279,accept,1
suspect of COVID-19,24,0.02188,suspect,1
slow coronavirus,24,0.02188,slow,1
seek coronavirus,24,0.02188,seek,1
say about COVID-19,24,0.02188,say,1
require a COVID-19,24,0.02188,require,1
realize that COVID-19,24,0.02188,realize,1
ravage coronavirus,24,0.02188,ravage,1
prevent a coronavirus,24,0.02188,prevent,1
present COVID-19,24,0.02188,present,1
predate the COVID-19,24,0.02188,predate,1
pass [number] COVID-19,24,0.02188,pass,1
necessitate by COVID-19,24,0.02188,necessitate,1
mishandle the COVID-19,24,0.02188,mishandle,1
look for COVID-19,24,0.02188,look,1
learn during COVID-19,24,0.02188,learn,1
isolate COVID-19,24,0.02188,isolate,1
